layer,head,cell,rsa_max,perturbation_L2,importance_quartile
28,8,hihp,0.6393224596977234,4.669227123260498,Q4
28,9,hihp,0.6125664114952087,3.5725741386413574,Q3
28,10,hihp,0.5848052501678467,5.143871784210205,Q3
28,11,hihp,0.604526162147522,1.8649786710739136,Q3
28,12,hihp,0.6715264916419983,12.11252498626709,Q4
28,13,hihp,0.5378723740577698,2.9476053714752197,Q3
28,14,hilp,0.6779062747955322,0.534816563129425,Q4
28,15,hilp,0.721893846988678,1.235243320465088,Q4
29,0,hihp,0.6041520237922668,10.882906913757324,Q3
29,1,hihp,0.5994651317596436,2.448363780975342,Q3
29,2,hilp,0.6268216967582703,1.6012593507766724,Q3
29,3,hilp,0.7021677494049072,0.5680906176567078,Q4
29,4,hihp,0.7402628064155579,8.365942001342773,Q4
29,5,hilp,0.650964617729187,1.1209019422531128,Q4
29,6,hilp,0.6144165396690369,1.7011042833328247,Q3
29,7,hilp,0.6307486891746521,1.2175544500350952,Q3
29,8,D,0.1590343862771988,0.03065897338092327,Q1
29,9,hilp,0.6069367527961731,1.15249764919281,Q3
29,10,hilp,0.52385413646698,0.7882322072982788,Q3
29,11,hihp,0.6011316776275635,2.1666994094848633,Q3
29,12,hihp,0.6999456882476807,3.3819501399993896,Q4
29,13,hilp,0.7182846069335938,0.6997469067573547,Q4
29,14,D,0.4253759980201721,0.6294211149215698,Q1
29,15,C,0.4601861834526062,2.743759870529175,Q2
30,0,hilp,0.5742452144622803,1.0901902914047241,Q3
30,1,hihp,0.6335717439651489,11.450980186462402,Q3
30,2,D,0.45870035886764526,0.6302195191383362,Q2
