layer,head,perturbation_L2
39,1,4.671525955200195
39,2,2.2025539875030518
39,3,3.132032871246338
39,4,0.1850159615278244
39,5,0.5415981411933899
39,6,5.91425895690918
39,7,3.6902706623077393
39,8,2.598379611968994
39,9,0.32557791471481323
39,10,0.44653886556625366
39,11,1.8623857498168945
39,12,5.603509902954102
39,13,4.804718494415283
39,14,0.291626513004303
39,15,1.2459580898284912
40,0,1.0573556423187256
40,1,0.5250269770622253
40,2,2.1044669151306152
40,3,1.4162496328353882
40,4,0.2713378369808197
40,5,0.17235855758190155
40,6,2.2728073596954346
40,7,3.2246878147125244
40,8,0.17300096154212952
40,9,0.5665743947029114
40,10,5.4880876541137695
40,11,2.3578484058380127
40,12,8.488103866577148
40,13,1.8289680480957031
40,14,1.2402353286743164
40,15,1.1690733432769775
41,0,0.8500046730041504
41,1,1.2988734245300293
41,2,0.24694180488586426
41,3,0.4171692132949829
41,4,0.32273736596107483
41,5,0.6802021265029907
41,6,4.836034297943115
41,7,4.638125419616699
41,8,1.652748942375183
41,9,1.3758728504180908
41,10,2.093726396560669
41,11,2.5489392280578613
41,12,0.2445022165775299
41,13,3.5871989727020264
41,14,0.30141541361808777
41,15,0.30837175250053406
