model,seed,group,ratio,k,k_actual,mean_abs_delta,median_abs_delta,n_eval_trials,n_cal_pairs,n_eval_pairs,n_cell_hihp,n_cell_hilp,n_cell_C,n_cell_D
gpt-j-6b-fp32,45,hihp_imp_desc,0.07,32,32,0.0959442486365636,0.072479248046875,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_desc,0.1,45,45,0.125736203789711,0.0954904556274414,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_desc,0.12,54,54,0.1637614041566849,0.1104788780212402,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_desc,0.15,68,68,0.1782785137494405,0.1277298927307129,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_desc,0.189732,85,85,0.2947749674320221,0.1987228393554687,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_desc,0.2,90,90,0.38924780189991,0.272463321685791,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_desc,0.3,135,135,0.3404561102390289,0.2141065597534179,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_desc,0.5,224,139,0.3159577627976735,0.1952290534973144,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_asc,0.01,5,5,0.0341008196274439,0.0262184143066406,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_asc,0.03,14,14,0.4120806078116099,0.335214614868164,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_asc,0.05,23,23,0.5173772692680358,0.443368911743164,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_asc,0.07,32,32,0.5080384512742361,0.4189920425415039,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_asc,0.1,45,45,0.5838234424591064,0.5232024192810059,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_asc,0.12,54,54,0.40678617755572,0.3221073150634765,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_asc,0.15,68,68,0.2669573783874511,0.1827993392944336,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_asc,0.189732,85,85,0.287745268146197,0.1787929534912109,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_asc,0.2,90,90,0.2837777018547058,0.1805958747863769,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_asc,0.3,135,135,0.3043285320202509,0.1893720626831054,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hihp_imp_asc,0.5,224,139,0.3159577627976735,0.1952290534973144,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_desc,0.01,5,5,0.0141920397679011,0.0119843482971191,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_desc,0.03,14,14,0.0219734479983647,0.0173316001892089,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_desc,0.05,23,23,0.0330956757068634,0.0289978981018066,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_desc,0.07,32,32,0.0390659660100936,0.0353007316589355,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_desc,0.1,45,45,0.0333940257628758,0.0273499488830566,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_desc,0.12,54,54,0.0399750222762425,0.0333681106567382,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_desc,0.15,68,68,0.0450010776519775,0.0374674797058105,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_desc,0.189732,85,85,0.0452589790026346,0.0373759269714355,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_desc,0.2,90,85,0.0452589790026346,0.0373759269714355,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_desc,0.3,135,85,0.0452589790026346,0.0373759269714355,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_desc,0.5,224,85,0.0452589790026346,0.0373759269714355,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_asc,0.01,5,5,0.0077158490816752,0.0055689811706542,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_asc,0.03,14,14,0.0118683775266011,0.0082378387451171,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_asc,0.05,23,23,0.0137498637040456,0.0096292495727539,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_asc,0.07,32,32,0.018510095278422,0.0134344100952148,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_asc,0.1,45,45,0.0223251829544703,0.0153827667236328,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_asc,0.12,54,54,0.0232239246368408,0.015289306640625,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_asc,0.15,68,68,0.0343898624181747,0.0239605903625488,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_asc,0.189732,85,85,0.0452589790026346,0.0373759269714355,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_asc,0.2,90,85,0.0452589790026346,0.0373759269714355,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_asc,0.3,135,85,0.0452589790026346,0.0373759269714355,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,hilp_imp_asc,0.5,224,85,0.0452589790026346,0.0373759269714355,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,C_imp_asc,0.01,5,5,0.0763812482357025,0.0396790504455566,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,C_imp_asc,0.03,14,14,0.1825372864802678,0.1007862091064453,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,C_imp_asc,0.05,23,23,0.3353024651606878,0.1964707374572754,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,C_imp_asc,0.07,32,32,0.5082801401615142,0.3246698379516601,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,C_imp_asc,0.1,45,45,0.6759603222211202,0.3789706230163574,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,C_imp_asc,0.12,54,54,0.9110951056083044,0.6244120597839355,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,C_imp_asc,0.15,68,68,1.0365273833274842,0.7109289169311523,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,C_imp_asc,0.189732,85,85,1.2524523814519246,0.8470988273620605,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,C_imp_asc,0.2,90,85,1.2524523814519246,0.8470988273620605,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,C_imp_asc,0.3,135,85,1.2524523814519246,0.8470988273620605,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,C_imp_asc,0.5,224,85,1.2524523814519246,0.8470988273620605,960,20,80,139,85,85,139
gpt-j-6b-fp32,45,D_imp_asc,0.01,5,5,0.0124510079622268,0.0037579536437988,960,20,80,139,85,85,139
