group,ratio,k,k_actual,trial_id,delta_target_signed,delta_target_abs
diag_zscore_asc,0.01,2205,2205,39,-0.001953,0.001953
diag_zscore_asc,0.01,2205,2205,40,0.003906,0.003906
diag_zscore_asc,0.01,2205,2205,41,0.0,0.0
diag_zscore_asc,0.01,2205,2205,42,0.0,0.0
diag_zscore_asc,0.01,2205,2205,43,0.007812,0.007812
diag_zscore_asc,0.01,2205,2205,44,0.0,0.0
diag_zscore_asc,0.01,2205,2205,45,0.001953,0.001953
diag_zscore_asc,0.01,2205,2205,46,-0.015625,0.015625
diag_zscore_asc,0.01,2205,2205,47,0.003906,0.003906
diag_zscore_asc,0.01,2205,2205,48,0.007812,0.007812
diag_zscore_asc,0.01,2205,2205,49,0.0,0.0
diag_rank_asc,0.01,2205,2205,0,0.005859,0.005859
diag_rank_asc,0.01,2205,2205,1,0.023438,0.023438
diag_rank_asc,0.01,2205,2205,2,0.0,0.0
diag_rank_asc,0.01,2205,2205,3,-0.005859,0.005859
diag_rank_asc,0.01,2205,2205,4,0.007812,0.007812
diag_rank_asc,0.01,2205,2205,5,0.017578,0.017578
diag_rank_asc,0.01,2205,2205,6,0.007812,0.007812
diag_rank_asc,0.01,2205,2205,7,0.027344,0.027344
diag_rank_asc,0.01,2205,2205,8,0.003906,0.003906
diag_rank_asc,0.01,2205,2205,9,0.013672,0.013672
diag_rank_asc,0.01,2205,2205,10,-0.007812,0.007812
diag_rank_asc,0.01,2205,2205,11,-0.015625,0.015625
diag_rank_asc,0.01,2205,2205,12,0.0,0.0
diag_rank_asc,0.01,2205,2205,13,0.0,0.0
diag_rank_asc,0.01,2205,2205,14,0.015625,0.015625
diag_rank_asc,0.01,2205,2205,15,0.009766,0.009766
diag_rank_asc,0.01,2205,2205,16,0.0,0.0
diag_rank_asc,0.01,2205,2205,17,0.0,0.0
diag_rank_asc,0.01,2205,2205,18,-0.015625,0.015625
diag_rank_asc,0.01,2205,2205,19,0.003906,0.003906
diag_rank_asc,0.01,2205,2205,20,0.009766,0.009766
diag_rank_asc,0.01,2205,2205,21,0.015625,0.015625
diag_rank_asc,0.01,2205,2205,22,0.011719,0.011719
diag_rank_asc,0.01,2205,2205,23,-0.019531,0.019531
diag_rank_asc,0.01,2205,2205,24,0.001953,0.001953
diag_rank_asc,0.01,2205,2205,25,-0.007812,0.007812
diag_rank_asc,0.01,2205,2205,26,0.03125,0.03125
diag_rank_asc,0.01,2205,2205,27,0.027344,0.027344
diag_rank_asc,0.01,2205,2205,28,-0.015625,0.015625
diag_rank_asc,0.01,2205,2205,29,0.011719,0.011719
diag_rank_asc,0.01,2205,2205,30,0.023438,0.023438
diag_rank_asc,0.01,2205,2205,31,0.007812,0.007812
diag_rank_asc,0.01,2205,2205,32,-0.003906,0.003906
diag_rank_asc,0.01,2205,2205,33,0.046875,0.046875
diag_rank_asc,0.01,2205,2205,34,0.001953,0.001953
diag_rank_asc,0.01,2205,2205,35,0.011719,0.011719
diag_rank_asc,0.01,2205,2205,36,0.0,0.0
diag_rank_asc,0.01,2205,2205,37,-0.011719,0.011719
diag_rank_asc,0.01,2205,2205,38,-0.023438,0.023438
diag_rank_asc,0.01,2205,2205,39,0.011719,0.011719
diag_rank_asc,0.01,2205,2205,40,0.005859,0.005859
diag_rank_asc,0.01,2205,2205,41,-0.007812,0.007812
diag_rank_asc,0.01,2205,2205,42,-0.007812,0.007812
diag_rank_asc,0.01,2205,2205,43,0.027344,0.027344
diag_rank_asc,0.01,2205,2205,44,0.0,0.0
diag_rank_asc,0.01,2205,2205,45,0.001953,0.001953
diag_rank_asc,0.01,2205,2205,46,-0.007812,0.007812
diag_rank_asc,0.01,2205,2205,47,-0.003906,0.003906
diag_rank_asc,0.01,2205,2205,48,0.0,0.0
diag_rank_asc,0.01,2205,2205,49,0.007812,0.007812
C_imp_asc,0.03,6613,6613,0,-0.134766,0.134766
C_imp_asc,0.03,6613,6613,1,-0.351562,0.351562
C_imp_asc,0.03,6613,6613,2,0.167969,0.167969
