trial_id,cell,ordering,ratio,k,k_actual,argmax_preserved,target_preserved_top1,patched_argmax_id,patched_target_rank,patched_target_logit,patched_competitor_logit,patched_margin,clean_target_logit,delta_target_logit
P106_10026,hihp,hihp_imp_desc,0.2,396,396,True,False,496,2335,9.5,17.25,-7.75,15.8125,-6.3125
P106_10026,hihp,hihp_imp_desc,0.3,595,595,True,False,496,2931,8.8125,16.375,-7.5625,15.8125,-7.0
P106_10026,hihp,hihp_imp_desc,0.5,992,740,True,False,496,2956,8.6875,16.5,-7.8125,15.8125,-7.125
P106_10026,hihp,hihp_imp_asc,0.05,99,99,True,False,496,168,15.25,12.9375,2.3125,15.8125,-0.5625
P106_10026,hihp,hihp_imp_asc,0.1,198,198,True,False,496,174,15.0625,13.0625,2.0,15.8125,-0.75
P106_10026,hihp,hihp_imp_asc,0.2,396,396,True,False,496,56,16.75,12.1875,4.5625,15.8125,0.9375
P106_10026,hihp,hihp_imp_asc,0.3,595,595,True,False,496,53,16.5,16.75,-0.25,15.8125,0.6875
P106_10026,hihp,hihp_imp_asc,0.5,992,740,True,False,496,2956,8.6875,16.5,-7.8125,15.8125,-7.125
P106_10026,hilp,hilp_imp_desc,0.05,99,99,True,False,496,115,15.9375,12.3125,3.625,15.8125,0.125
P106_10026,hilp,hilp_imp_desc,0.1,198,198,True,False,496,104,16.125,12.0,4.125,15.8125,0.3125
P106_10026,hilp,hilp_imp_desc,0.2,396,215,True,False,496,105,16.125,12.0625,4.0625,15.8125,0.3125
P106_10026,hilp,hilp_imp_desc,0.3,595,215,True,False,496,105,16.125,12.0625,4.0625,15.8125,0.3125
P106_10026,hilp,hilp_imp_desc,0.5,992,215,True,False,496,105,16.125,12.0625,4.0625,15.8125,0.3125
P106_10026,hilp,hilp_imp_asc,0.05,99,99,True,False,496,122,15.8125,11.75,4.0625,15.8125,0.0
P106_10026,hilp,hilp_imp_asc,0.1,198,198,True,False,496,107,16.0,12.0,4.0,15.8125,0.1875
P106_10026,hilp,hilp_imp_asc,0.2,396,215,True,False,496,105,16.125,12.0625,4.0625,15.8125,0.3125
P106_10026,hilp,hilp_imp_asc,0.3,595,215,True,False,496,105,16.125,12.0625,4.0625,15.8125,0.3125
P106_10026,hilp,hilp_imp_asc,0.5,992,215,True,False,496,105,16.125,12.0625,4.0625,15.8125,0.3125
P106_10026,C,C_imp_asc,0.05,99,99,True,False,496,156,15.375,12.25,3.125,15.8125,-0.4375
P106_10026,C,C_imp_asc,0.1,198,198,True,False,496,174,15.0625,12.0,3.0625,15.8125,-0.75
P106_10026,C,C_imp_asc,0.2,396,252,True,False,496,174,14.875,12.3125,2.5625,15.8125,-0.9375
P106_10026,C,C_imp_asc,0.3,595,252,True,False,496,174,14.875,12.3125,2.5625,15.8125,-0.9375
P106_10026,C,C_imp_asc,0.5,992,252,True,False,496,174,14.875,12.3125,2.5625,15.8125,-0.9375
P106_10026,D,D_imp_asc,0.05,99,99,True,False,496,126,15.8125,12.125,3.6875,15.8125,0.0
P106_10026,D,D_imp_asc,0.1,198,198,True,False,496,123,15.9375,12.125,3.8125,15.8125,0.125
P106_10026,D,D_imp_asc,0.2,396,396,True,False,496,127,16.0,12.375,3.625,15.8125,0.1875
P106_10026,D,D_imp_asc,0.3,595,595,True,False,496,90,16.25,12.5,3.75,15.8125,0.4375
P106_10026,D,D_imp_asc,0.5,992,777,True,False,496,83,16.625,13.5625,3.0625,15.8125,0.8125
P106_10076,hihp,hihp_imp_desc,0.05,99,99,False,False,6121,3,21.875,5.78125,16.09375,22.625,-0.75
P106_10076,hihp,hihp_imp_desc,0.1,198,198,False,False,8325,7,20.875,5.59375,15.28125,22.625,-1.75
P106_10076,hihp,hihp_imp_desc,0.2,396,396,False,False,8325,4,20.75,6.65625,14.09375,22.625,-1.875
P106_10076,hihp,hihp_imp_desc,0.3,595,595,False,False,3668,5,20.75,5.34375,15.40625,22.625,-1.875
P106_10076,hihp,hihp_imp_desc,0.5,992,740,False,False,8325,5,20.25,6.375,13.875,22.625,-2.375
P106_10076,hihp,hihp_imp_asc,0.05,99,99,True,False,21075,3,22.625,5.4375,17.1875,22.625,0.0
P106_10076,hihp,hihp_imp_asc,0.1,198,198,True,False,21075,3,22.5,5.8125,16.6875,22.625,-0.125
P106_10076,hihp,hihp_imp_asc,0.2,396,396,False,False,6121,3,22.125,5.4375,16.6875,22.625,-0.5
P106_10076,hihp,hihp_imp_asc,0.3,595,595,False,False,6121,4,21.5,6.3125,15.1875,22.625,-1.125
P106_10076,hihp,hihp_imp_asc,0.5,992,740,False,False,8325,5,20.25,6.375,13.875,22.625,-2.375
P106_10076,hilp,hilp_imp_desc,0.05,99,99,True,False,21075,3,22.75,5.53125,17.21875,22.625,0.125
P106_10076,hilp,hilp_imp_desc,0.1,198,198,True,False,21075,3,23.0,5.46875,17.53125,22.625,0.375
P106_10076,hilp,hilp_imp_desc,0.2,396,215,True,False,21075,2,23.125,5.5,17.625,22.625,0.5
P106_10076,hilp,hilp_imp_desc,0.3,595,215,True,False,21075,2,23.125,5.5,17.625,22.625,0.5
P106_10076,hilp,hilp_imp_desc,0.5,992,215,True,False,21075,2,23.125,5.5,17.625,22.625,0.5
P106_10076,hilp,hilp_imp_asc,0.05,99,99,True,False,21075,2,22.875,5.625,17.25,22.625,0.25
P106_10076,hilp,hilp_imp_asc,0.1,198,198,True,False,21075,3,22.75,5.59375,17.15625,22.625,0.125
P106_10076,hilp,hilp_imp_asc,0.2,396,215,True,False,21075,2,23.125,5.5,17.625,22.625,0.5
P106_10076,hilp,hilp_imp_asc,0.3,595,215,True,False,21075,2,23.125,5.5,17.625,22.625,0.5
P106_10076,hilp,hilp_imp_asc,0.5,992,215,True,False,21075,2,23.125,5.5,17.625,22.625,0.5
P106_10076,C,C_imp_asc,0.05,99,99,True,False,21075,3,22.75,5.75,17.0,22.625,0.125
P106_10076,C,C_imp_asc,0.1,198,198,True,False,21075,2,22.875,5.59375,17.28125,22.625,0.25
P106_10076,C,C_imp_asc,0.2,396,252,True,False,21075,2,22.875,5.28125,17.59375,22.625,0.25
P106_10076,C,C_imp_asc,0.3,595,252,True,False,21075,2,22.875,5.28125,17.59375,22.625,0.25
P106_10076,C,C_imp_asc,0.5,992,252,True,False,21075,2,22.875,5.28125,17.59375,22.625,0.25
P106_10076,D,D_imp_asc,0.05,99,99,True,False,21075,3,22.75,5.65625,17.09375,22.625,0.125
P106_10076,D,D_imp_asc,0.1,198,198,True,False,21075,3,22.75,5.6875,17.0625,22.625,0.125
P106_10076,D,D_imp_asc,0.2,396,396,True,False,21075,2,23.0,5.875,17.125,22.625,0.375
P106_10076,D,D_imp_asc,0.3,595,595,True,False,21075,3,23.375,6.03125,17.34375,22.625,0.75
P106_10076,D,D_imp_asc,0.5,992,777,True,False,21075,2,23.25,5.5625,17.6875,22.625,0.625
P108_10032,hihp,hihp_imp_desc,0.05,99,99,False,True,6475,1,29.0,7.84375,21.15625,25.25,3.75
P108_10032,hihp,hihp_imp_desc,0.1,198,198,False,True,6475,1,27.875,9.0625,18.8125,25.25,2.625
P108_10032,hihp,hihp_imp_desc,0.2,396,396,False,True,6475,1,26.125,9.1875,16.9375,25.25,0.875
P108_10032,hihp,hihp_imp_desc,0.3,595,595,False,True,6475,1,25.25,9.5625,15.6875,25.25,0.0
P108_10032,hihp,hihp_imp_desc,0.5,992,740,False,True,6475,1,25.625,10.0,15.625,25.25,0.375
P108_10032,hihp,hihp_imp_asc,0.05,99,99,True,False,9265,5,25.125,4.34375,20.78125,25.25,-0.125
P108_10032,hihp,hihp_imp_asc,0.1,198,198,True,False,9265,5,23.25,4.625,18.625,25.25,-2.0
P108_10032,hihp,hihp_imp_asc,0.2,396,396,True,False,9265,5,22.5,5.28125,17.21875,25.25,-2.75
P108_10032,hihp,hihp_imp_asc,0.3,595,595,True,False,9265,4,22.625,8.5625,14.0625,25.25,-2.625
P108_10032,hihp,hihp_imp_asc,0.5,992,740,False,True,6475,1,25.625,10.0,15.625,25.25,0.375
P108_10032,hilp,hilp_imp_desc,0.05,99,99,True,False,9265,2,27.25,5.96875,21.28125,25.25,2.0
P108_10032,hilp,hilp_imp_desc,0.1,198,198,True,False,9265,2,27.25,5.28125,21.96875,25.25,2.0
P108_10032,hilp,hilp_imp_desc,0.2,396,215,True,False,9265,2,27.25,5.59375,21.65625,25.25,2.0
P108_10032,hilp,hilp_imp_desc,0.3,595,215,True,False,9265,2,27.25,5.59375,21.65625,25.25,2.0
P108_10032,hilp,hilp_imp_desc,0.5,992,215,True,False,9265,2,27.25,5.59375,21.65625,25.25,2.0
P108_10032,hilp,hilp_imp_asc,0.05,99,99,True,False,9265,6,23.5,4.0625,19.4375,25.25,-1.75
P108_10032,hilp,hilp_imp_asc,0.1,198,198,True,False,9265,3,30.25,6.71875,23.53125,25.25,5.0
P108_10032,hilp,hilp_imp_asc,0.2,396,215,True,False,9265,2,27.25,5.59375,21.65625,25.25,2.0
P108_10032,hilp,hilp_imp_asc,0.3,595,215,True,False,9265,2,27.25,5.59375,21.65625,25.25,2.0
