model,seed,group,ratio,k,k_actual,mean_abs_delta,median_abs_delta,n_eval_trials,n_cal_pairs,n_eval_pairs,n_cell_hihp,n_cell_hilp,n_cell_C,n_cell_D
qwen-2.5-14b-instruct,45,C_imp_asc,0.1,192,192,9.83828125,10.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,C_imp_asc,0.12,231,231,10.027766927083333,10.25,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,C_imp_asc,0.15,288,288,11.086263020833334,11.1875,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,C_imp_asc,0.155208,298,298,11.107747395833334,11.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,C_imp_asc,0.2,384,298,11.107747395833334,11.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,C_imp_asc,0.3,576,298,11.107747395833334,11.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,C_imp_asc,0.5,960,298,11.107747395833334,11.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,D_imp_asc,0.01,20,20,0.133203125,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,D_imp_asc,0.03,58,58,0.13125,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,D_imp_asc,0.05,96,96,0.1282552083333333,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,D_imp_asc,0.07,135,135,0.1354166666666666,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,D_imp_asc,0.1,192,192,0.1328125,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,D_imp_asc,0.12,231,231,0.1404947916666666,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,D_imp_asc,0.15,288,288,0.13828125,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,D_imp_asc,0.155208,298,298,0.1334635416666666,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,D_imp_asc,0.2,384,384,0.1408854166666666,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,D_imp_asc,0.3,576,576,0.14609375,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,D_imp_asc,0.5,960,662,0.151953125,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,diag_rank_asc,0.01,20,20,0.1302083333333333,0.125,960,20,80,662,298,298,662
qwen-2.5-14b-instruct,45,diag_rank_asc,0.03,58,58,0.130078125,0.125,960,20,80,662,298,298,662
